	A1_1	A1_2	A1_3	A1_4	A2_1	A2_2	A2_3	A2_4	L1_1	L1_2	L1_3	L1_4	M1_1	M1_2	M1_3	M1_4	M2_1	M2_2	M2_3	M2_4	M3_1	M3_2	M3_3	M3_4	M4_1	M4_2	M4_3	M4_4	M5_1	M5_2	M5_3	M5_4	S_1	S_2	S_3	S_4
ASV1131	31	0	11	0	0	12	0	0	0	53	0	0	0	0	0	0	0	0	0	28	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
ASV1132	0	0	0	0	0	0	0	46	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0
ASV1133	0	0	0	0	0	16	0	0	0	11	0	0	11	0	0	0	0	0	0	0	0	0	16	0	0	0	73	0	0	0	25	0	0	0	0	0
ASV1134	0	0	0	10	0	0	0	0	0	0	0	0	30	0	0	39	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1135	0	0	15	39	0	0	34	0	0	0	0	0	0	0	0	0	0	48	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1136	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	48	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0
ASV1139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	94	0	0
ASV1140	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	65	0	0	0	0	0	0	0	0	38
ASV1141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	79	0	0	0	0	0
ASV1142	0	0	0	0	46	21	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV1143	16	0	0	0	0	90	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1144	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0
ASV1145	0	15	0	0	0	0	0	0	0	0	54	13	0	0	46	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1146	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	48	0	0
ASV1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	36	0	33	46	0	0	0	0	0	0
ASV1148	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
ASV1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0
ASV1150	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1151	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1152	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	48	0	0	0	0	0	0
ASV1153	0	0	0	49	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0
ASV1154	0	19	0	0	13	7	0	0	0	13	20	12	7	8	0	10	0	0	5	0	0	0	17	0	4	0	11	0	0	4	0	0	0	0	0	0
ASV1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0
ASV1156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1157	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
ASV1158	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0
ASV1159	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV1160	0	0	0	0	0	0	64	0	0	0	0	0	29	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0
ASV1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	97	0	0
ASV1163	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	61
ASV1164	0	0	0	0	0	0	10	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	52	0	0	50	0	0	0	0	0	0	0	0	0	0
ASV1165	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	22
ASV1166	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1167	0	0	0	0	43	0	0	0	32	0	0	0	0	0	0	26	0	0	21	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV1168	0	0	0	0	15	0	0	0	7	0	0	0	0	0	0	12	0	0	0	0	0	58	0	0	14	0	0	0	0	20	0	22	0	0	0	0
ASV1169	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1170	0	43	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
ASV1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	64	0	0	0	0	0	0	0
ASV1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	30	0	46	0	0	0	0	0
ASV1173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	98
ASV1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0
ASV1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	39	31	0	0	0
ASV1176	9	0	31	16	0	0	9	0	11	23	0	0	10	0	0	0	0	19	0	0	0	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0
ASV1177	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	29	0	0	0	30	28	41	0	0	0	0	0	0	0	0	0	0
ASV1178	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	73	0	0
ASV1180	17	18	0	35	0	7	19	9	0	0	0	0	8	0	0	0	0	9	0	0	0	0	16	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV1181	0	26	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	23	0	0	0	0	16	0	35	0	26	0	0	0	0	0	0	0	0
ASV1182	0	0	0	0	14	0	0	0	18	5	27	0	23	0	0	0	0	0	0	0	0	0	0	0	0	29	0	30	0	0	0	0	0	0	0	0
ASV1183	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0
ASV1184	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1185	0	0	0	0	0	0	0	0	69	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1186	0	0	0	0	79	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1187	0	0	0	0	0	16	0	15	0	0	0	0	17	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0
ASV1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146
ASV1189	41	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1190	38	76	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1191	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1192	0	0	8	0	3	3	0	0	0	6	8	4	9	0	0	0	0	11	0	0	0	14	0	24	4	3	10	0	38	0	0	0	0	0	0	0
ASV1193	0	0	0	0	0	0	36	0	60	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0
ASV1194	0	0	0	0	0	0	0	27	0	0	0	0	49	0	0	0	0	0	0	27	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1195	0	23	0	0	0	0	0	0	0	0	0	0	0	0	44	0	41	0	0	0	0	16	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1197	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1198	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0
ASV1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
ASV1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0
ASV1201	13	0	15	36	0	0	0	0	0	21	0	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	24	0	0	0	5	0	0	0	0
ASV1202	0	3	0	0	0	0	0	0	25	0	0	54	0	0	0	0	21	0	0	0	25	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1203	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	28	0	0	0	0	0	0	0	0
ASV1204	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	24	37	0	40	0	0	0	0	0	0
ASV1205	0	0	0	17	0	0	0	0	37	0	0	0	0	0	0	64	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
ASV1206	0	0	0	0	62	0	44	0	6	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
ASV1207	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1208	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	28	0	0	18	0	0	0	0	0	0	0	0	0
ASV1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	69	0	0
ASV1210	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0
ASV1211	16	15	17	13	43	0	0	0	0	13	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1212	0	0	0	0	0	0	0	0	0	52	0	0	22	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0
ASV1213	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1214	0	0	0	0	0	0	0	0	21	0	0	58	0	0	0	0	0	0	0	31	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1215	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0
ASV1216	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1217	0	0	0	18	0	0	0	0	0	0	0	0	0	53	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1218	0	0	0	0	0	0	0	0	27	0	0	0	0	0	41	0	0	0	0	11	0	21	17	0	0	0	0	0	26	0	0	0	0	0	0	0
ASV1219	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	62	0	0	0	0	0	0	0	0	0	43	0	0	0	0
ASV1220	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	9	19	20	0	0	0	0	0	13	25	23	0	0	6	0	0	0	0
ASV1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	74	0	0	0	0	0	0	0	0
ASV1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	63	0	0	0	0
ASV1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143
ASV1224	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	43	0	0
ASV1225	0	56	0	17	0	21	0	0	0	0	42	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1226	0	0	0	0	0	0	0	0	0	0	0	47	47	0	0	0	0	0	0	0	16	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1227	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113
ASV1228	0	76	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1229	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1230	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	51	0	0	0	0
ASV1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
ASV1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
ASV1233	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74
ASV1234	25	29	34	0	0	0	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0
ASV1235	0	0	79	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1236	0	0	0	16	0	3	8	0	0	0	52	0	0	0	0	0	0	8	0	0	0	0	0	7	0	0	47	0	0	0	0	0	0	0	0	0
ASV1237	0	0	0	0	0	0	0	0	11	0	0	11	0	0	31	32	23	0	0	7	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
ASV1238	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	45	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0
ASV1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1241	0	0	0	0	0	0	0	61	28	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	72	0	0	0
ASV1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	51	0	0	0	0	0	0	0
ASV1244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	76	0	0
ASV1245	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0
ASV1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1248	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	34	0	0	59	0	0	0	0	29	0	0	0	0	0	0	0
ASV1249	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
ASV1250	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0
ASV1251	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0
ASV1252	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
ASV1253	0	0	25	0	0	0	0	0	0	26	0	0	0	0	52	0	0	0	0	0	0	0	9	0	0	0	0	0	27	0	0	0	0	0	0	0
ASV1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0
ASV1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0
ASV1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	42	45	0	0
ASV1258	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	74
ASV1260	36	0	0	0	15	0	0	23	0	45	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1261	0	0	0	0	0	0	0	0	0	60	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1262	0	0	0	0	0	0	0	0	0	58	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1263	0	12	0	0	0	0	0	0	48	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0
ASV1264	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
ASV1265	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1266	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1267	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1268	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1269	0	65	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	38	0	41	0	0	0	0	0
ASV1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
ASV1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0
ASV1274	61	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1275	0	0	0	0	0	18	20	0	0	23	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV1276	0	0	0	0	0	0	0	40	0	7	0	0	0	0	0	0	0	0	40	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1277	0	0	0	0	0	0	0	52	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1278	0	0	0	0	0	9	0	0	0	0	63	0	43	0	0	0	0	0	17	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1279	0	0	0	0	0	11	30	0	0	0	0	21	0	0	0	0	0	0	57	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1280	0	0	0	0	0	0	0	0	8	0	0	4	8	0	0	12	12	12	10	8	19	0	5	0	0	0	0	0	0	25	0	14	0	0	0	0
ASV1281	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0
ASV1282	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
ASV1283	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	38	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1285	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	43	0	0	0	0	56	0	0	0	0
ASV1287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	67	0	0	0	0
ASV1288	0	0	51	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1289	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0
ASV1290	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	56
ASV1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137
ASV1292	46	0	0	0	0	0	0	0	0	0	0	0	62	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1293	7	0	13	30	0	0	0	0	0	13	0	0	16	0	0	0	0	18	0	0	0	0	0	0	0	0	0	29	0	0	0	10	0	0	0	0
ASV1294	0	0	0	0	0	0	48	31	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1295	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	64	0	0	0
ASV1296	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1297	0	49	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1298	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0
ASV1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	54	0	0	0	0	0	0	0	49	0	0	0
ASV1301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
ASV1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	67	0	0
ASV1303	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58
ASV1304	33	13	23	21	0	0	0	0	0	14	0	0	2	0	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
ASV1305	29	0	22	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV1306	0	0	0	0	0	0	49	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
ASV1307	0	0	0	0	0	19	0	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	44	11	0	0	10	0	11	0	15	0	0	0	0
